name	MCF-7_shikonin_0	MCF-7_shikonin_10
A1BG	11.793991999363124	3.6265800003626576
A1CF	0.0	0.0
A2M	4.993787999730336	1.7761790001776183
A2ML1	0.0789869999957347	0.2290130000229013
A2MP1	0.4916099999734531	1.1182990001118298
A3GALT2	0.0	0.0
A4GALT	22.192010998801635	17.019360001701937
A4GNT	0.0	0.0
AAAS	47.164203997453136	41.39844100413984
AACS	33.19649999820739	31.39045300313905
AACSP1	0.0	0.0
AADAC	0.0	0.0
AADACL2	0.0	0.0
AADACL3	0.0	0.0
AADACL4	0.0	0.0
AADACP1	0.0	0.0
AADAT	5.256070999716171	4.437170000443716
AAGAB	82.1164069955657	70.82074200708206
AAK1	15.347530999171235	14.402759001440275
AAMDC	19.347404998955245	21.556335002155638
AAMP	164.96968599109158	138.93876701389388
AANAT	1.4326099999226392	1.2693300001269328
AAR2	20.31352899890307	23.92177000239218
AARD	1.8777339998986025	1.2568120001256813
AARS1	213.62092398846443	227.19875202271987
AARS1P1	0.0	0.0
AARS2	9.93651999946343	9.751406000975141
AARSD1	35.361896998090465	31.69662700316967
AASDH	5.531159999701319	8.770332000877032
AASDHPPT	25.80351499860661	18.744105001874413
AASS	0.7193509999611551	1.0787690001078771
AATF	39.393820997872744	44.410099004441015
AATK	0.768295999958512	0.7563130000756313
ABAT	78.15649299577956	65.3307970065331
ABBA01000935.1	0.0	0.0
ABBA01006766.1	0.0	0.0
ABBA01045074.1	0.0	0.0
ABBA01045074.2	0.0	0.0
ABCA1	1.3584519999266438	2.007139000200714
ABCA10	0.2065039999888488	0.3629850000362985
ABCA11P	4.648930999748957	1.7812840001781285
ABCA12	12.802217999308679	6.142632000614263
ABCA13	0.3220529999826092	0.1729050000172905
ABCA17P	1.7703149999044032	1.0155730001015573
ABCA2	128.2540679930743	73.3379690073338
ABCA3	30.88243999833235	21.233482002123356
ABCA4	0.5189139999719786	0.4679430000467943
ABCA5	5.051657999727213	6.157956000615796
ABCA6	0.1976649999893261	0.0
ABCA7	3.3329299998200224	7.48589700074859
ABCA8	0.0	0.2883370000288337
ABCA9	0.3887549999790073	0.4982480000498248
ABCB1	0.0	1.0710980001071098
ABCB10	3.715519999799362	2.2375710002237565
ABCB10P1	0.0	0.0
ABCB10P3	0.0	0.0
ABCB10P4	0.0	0.0
ABCB11	0.7982889999568925	0.6400430000640044
ABCB4	0.0	0.10666300001066632
ABCB5	0.3815509999793963	0.2520350000252035
ABCB6	21.784286998823653	41.82541400418253
ABCB7	8.643212999533267	6.804809000680481
ABCB8	21.20997599885466	14.381358001438134
ABCB9	10.83443699941494	9.464908000946494
ABCC1	32.34366699825344	41.33885800413388
ABCC10	39.57627999786288	38.185408003818544
ABCC11	0.0	0.0875030000087503
ABCC12	0.0	0.0
ABCC13	0.15417699999167447	0.8021860000802186
ABCC2	1.2491889999325438	2.652621000265262
ABCC3	24.92491599865406	21.369917002136997
ABCC4	2.3412369998735736	4.733152000473316
ABCC5	13.142200999290322	18.562631001856264
ABCC6	0.0	0.0672180000067218
ABCC6P1	0.0	0.6351610000635161
ABCC6P2	1.5699689999152218	1.4978380001497835
ABCC8	0.9008409999513548	0.468489000046849
ABCC9	6.766177999634628	5.128588000512859
ABCD1	7.163830999613153	6.292472000629246
ABCD1P2	0.0	0.0
ABCD1P3	0.0	0.0
ABCD1P4	0.0	0.0
ABCD1P5	0.0	0.0
ABCD2	0.0	0.0
ABCD3	12.666872999315991	8.748570000874858
ABCD4	38.744552997907796	50.23617000502361
ABCE1	56.89501199692768	60.50918400605092
ABCF1	77.92007599579233	87.40147600874016
ABCF2	47.78489299741962	49.07622400490764
ABCF2P1	0.0	0.0
ABCF2P2	0.0	0.0
ABCF3	49.970552997301596	57.340066005733995
ABCG1	7.65501599958663	10.697693001069773
ABCG2	6.269423999661451	5.997936000599794
ABCG4	0.3455409999813408	0.7318950000731894
ABCG5	0.0	0.0
ABCG8	0.3819569999793743	0.2604920000260492
ABHD1	0.44827199997579337	1.4253030001425302
ABHD10	18.980848998975038	16.59428900165943
ABHD11	132.65493799283664	168.44597301684462
ABHD11-AS1	2.4233239998691407	0.8215180000821519
ABHD12	73.56093699602769	81.39644300813966
ABHD12B	1.0276969999445045	0.9797040000979704
ABHD13	3.5770119998068415	3.2088510003208848
ABHD14A	3.5551169998080234	2.287435000228744
ABHD14A-ACY1	1.5615169999156784	0.730439000073044
ABHD14B	20.16271599891121	18.830619001883065
ABHD15	10.429751999436794	8.394392000839439
ABHD16A	33.360650998198516	35.29347100352934
ABHD16B	8.498735999541069	8.714665000871468
ABHD17A	26.692568998558606	27.32722800273272
ABHD17AP1	0.0	0.0
ABHD17AP3	0.0	0.0
ABHD17AP4	0.0	0.0
ABHD17AP5	0.0	0.0
ABHD17AP6	0.0	0.0
ABHD17AP7	0.0	0.0
ABHD17AP8	0.0	0.0
ABHD17AP9	0.0	0.0
ABHD17B	6.909397999626893	13.646428001364644
ABHD17C	20.41337799889768	18.915554001891557
ABHD18	5.686294999692941	5.745204000574522
ABHD2	82.93368999552159	42.04095400420409
ABHD3	14.799984999200804	26.642283002664232
ABHD4	16.810912999092213	64.55663600645566
ABHD5	24.765114998662693	21.975193002197518
ABHD6	1.5638059999155547	1.684711000168471
ABHD8	1.6971109999083562	1.6477870001647783
ABI1	24.911884998654763	30.50402300305041
ABI1P1	0.0	0.0
ABI2	45.23920599755709	42.958857004295886
ABI3	0.0	0.0
ABI3BP	0.1170039999936818	0.0
ABITRAM	31.68026099828927	29.250301002925035
ABITRAMP1	0.0	0.0
ABL1	35.04361199810765	45.153184004515325
ABL2	8.329132999550229	9.620258000962027
ABLIM1	3.9596119997861816	5.468907000546889
ABLIM2	1.8891279998979875	0.9777300000977729
ABLIM3	2.346149999873308	2.1312920002131293
ABO	0.06315599999658958	0.0
ABR	29.47437499840839	46.78658300467866
ABRA	0.0	0.0
ABRACL	98.70982599466969	89.16421800891642
ABRAXAS1	4.6745939997475725	3.038591000303859
ABRAXAS2	10.331699999442087	13.963833001396385
ABT1	16.48963299910956	13.071976001307194
ABT1P1	0.0	0.6087680000608768
ABTB1	3.2059209998268807	2.8275440002827543
ABTB2	11.333070999388015	10.0410180010041
AC000041.1	0.0	0.0
AC000077.1	0.0	0.0
AC000078.1	0.8247739999554623	0.7870260000787026
AC000081.1	0.0	0.0
AC000089.1	0.0	0.0
AC000093.1	0.0	0.8080910000808091
AC000095.1	3.5179289998100316	2.2410750002241078
AC000095.2	0.0	0.0
AC000095.3	0.7728179999582679	0.9864120000986412
AC000111.1	0.0	0.0
AC000111.2	0.0	0.0
AC000120.3	1.9374059998953803	0.0
AC000120.4	0.0	0.9679820000967982
AC000362.1	0.0	0.0
AC000367.1	0.0	0.0
AC000374.1	0.0	0.0
AC001226.2	2.7898059998493503	2.1355770002135577
AC002056.1	0.7173119999612652	1.3867560001386754
AC002059.3	0.0	0.0
AC002069.3	0.0	0.0
AC002069.4	0.0	0.0
AC002075.1	0.0	0.0
AC002075.2	0.0	0.0
AC002076.2	0.0	0.0
AC002094.3	0.0	0.0
AC002127.1	0.0	0.0
AC002310.3	0.0	0.7245970000724598
AC002310.4	0.0	0.6281690000628168
AC002366.1	0.0	0.0
AC002381.1	0.0	0.0
AC002429.1	0.0	0.0
AC002456.2	0.0	0.0
AC002472.2	2.0814469998876017	0.497420000049742
AC002472.3	0.9463039999488996	0.0
AC002472.4	0.0	0.0
AC002486.1	0.0	0.0
AC002486.2	0.0	0.0
AC002487.1	0.0	0.0
AC002504.1	0.0	0.0
AC002511.3	0.0	0.0
AC002519.2	1.17703599993644	0.0
AC002524.1	0.0	0.0
AC002542.1	0.0	0.0
AC002543.1	0.0	0.21337700002133766
AC002545.1	0.0	0.0
AC002558.1	0.0	0.0
AC002984.1	0.0	0.0
AC002985.1	1.1544609999376592	0.0
AC002996.1	0.0	0.0
AC003001.2	0.0	0.0
AC003002.1	0.0	0.0
AC003002.2	0.0	0.0
AC003002.3	1.0522739999431772	4.4061480004406155
AC003005.1	0.0	0.0
AC003006.1	0.0	0.0
AC003042.2	0.5953019999678537	0.0
AC003070.3	0.0	0.0
AC003071.1	0.0	0.0
AC003072.1	0.0	0.0
AC003072.2	0.0	0.0
AC003080.1	0.0	0.0
AC003669.1	0.0	0.0
AC003685.2	0.0	0.0
AC003686.1	0.0	0.0
AC003688.2	0.0	1.2943360001294335
AC003958.1	0.0	0.0
AC003958.4	0.0	0.0
AC003976.1	0.0	0.0
AC003989.1	0.0	0.0
AC003989.2	0.0	0.0
AC004004.1	0.0	0.0
AC004006.1	0.0	0.0
AC004022.1	0.0	0.0
AC004022.2	0.0	0.0
AC004024.1	0.0	5.291491000529151
AC004057.1	328.12731998228116	332.1915750332192
AC004062.1	0.0	0.0
AC004069.2	0.0	0.41161000004116105
AC004074.1	0.0	0.0
AC004076.1	1.5722309999150996	1.0361340001036137
AC004080.3	0.0	0.0
AC004129.2	0.0	0.0
AC004129.3	0.0	0.0
AC004134.1	0.0	0.0
AC004217.2	0.0	0.0
AC004223.1	0.0	0.0
AC004223.3	0.0	0.0
AC004224.1	0.0	0.0
AC004381.3	0.0	0.0
AC004381.4	0.0	0.0
AC004383.1	0.0	0.0
AC004386.1	0.0	0.0
AC004386.2	0.0	0.0
AC004453.1	3.782828999795728	3.597142000359714
AC004461.2	0.0	0.0
AC004467.1	0.0	0.0
AC004486.1	0.0	0.0
AC004522.3	0.0	0.0
AC004552.1	0.0	0.0
AC004554.1	0.0	0.0
AC004556.3	0.0	0.0
AC004584.2	0.0	0.0
AC004593.2	0.28012899998487306	0.1181760000118176
AC004674.2	0.0	0.0
AC004678.1	0.5413899999707649	1.0349230001034924
AC004687.2	0.0	0.0
AC004690.1	0.0	0.0
AC004691.2	0.0	0.0
